timestamp,product_id,product_name,category,price,currency,amount
2025-11-28T10:38:50Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,3
2025-11-28T10:39:29Z,PROD001,Wireless Mouse,Electronics,24.99,EUR,2
2025-11-28T10:40:05Z,PROD006,Gaming Headset,Electronics,67.15,GBP,10
2025-11-28T10:41:18Z,PROD009,Ballpoint Pen Set,Stationery,6.99,EUR,8
2025-11-28T10:41:29Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,9
2025-11-28T10:41:55Z,PROD005,Webcam HD,Electronics,9884.0,JPY,5
2025-11-28T10:43:22Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,6
2025-11-28T10:43:51Z,PROD007,Desk Lamp,Office,16.99,GBP,8
2025-11-28T10:45:18Z,PROD002,USB-C Cable,Accessories,9.99,EUR,8
2025-11-28T10:46:26Z,PROD009,Ballpoint Pen Set,Stationery,5.94,GBP,4
2025-11-28T10:47:32Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,4
2025-11-28T10:48:08Z,PROD006,Gaming Headset,Electronics,13035.0,JPY,5
2025-11-28T10:48:25Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,5
2025-11-28T10:49:04Z,PROD002,USB-C Cable,Accessories,10.99,USD,8
2025-11-28T10:49:32Z,PROD008,Notebook A5,Stationery,742.0,JPY,6
2025-11-28T10:50:14Z,PROD005,Webcam HD,Electronics,50.91,GBP,5
2025-11-28T10:50:41Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,8
2025-11-28T10:51:49Z,PROD007,Desk Lamp,Office,21.99,USD,2
2025-11-28T10:52:24Z,PROD008,Notebook A5,Stationery,3.82,GBP,3
2025-11-28T10:53:04Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,6
2025-11-28T10:53:31Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,9
2025-11-28T10:54:46Z,PROD005,Webcam HD,Electronics,50.91,GBP,7
2025-11-28T10:55:17Z,PROD001,Wireless Mouse,Electronics,21.24,GBP,10
2025-11-28T10:55:54Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,3
2025-11-28T10:57:05Z,PROD007,Desk Lamp,Office,16.99,GBP,9
2025-11-28T10:57:43Z,PROD002,USB-C Cable,Accessories,10.99,USD,1
2025-11-28T10:58:46Z,PROD005,Webcam HD,Electronics,9884.0,JPY,4
2025-11-28T10:59:02Z,PROD006,Gaming Headset,Electronics,86.9,USD,2
2025-11-28T10:59:25Z,PROD005,Webcam HD,Electronics,65.89,USD,7
2025-11-28T11:00:54Z,PROD003,Mechanical Keyboard,Electronics,76.08,GBP,10
2025-11-28T11:01:50Z,PROD007,Desk Lamp,Office,19.99,EUR,5
2025-11-28T11:02:41Z,PROD008,Notebook A5,Stationery,742.0,JPY,10
2025-11-28T11:03:19Z,PROD008,Notebook A5,Stationery,4.95,USD,5
2025-11-28T11:03:36Z,PROD006,Gaming Headset,Electronics,67.15,GBP,1
2025-11-28T11:03:46Z,PROD004,Laptop Stand,Office,38.39,USD,2
2025-11-28T11:04:01Z,PROD008,Notebook A5,Stationery,3.82,GBP,5
2025-11-28T11:05:13Z,PROD004,Laptop Stand,Office,38.39,USD,8
2025-11-28T11:05:50Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,4
2025-11-28T11:06:48Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,10
2025-11-28T11:07:36Z,PROD008,Notebook A5,Stationery,742.0,JPY,9
2025-11-28T11:07:55Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,7
2025-11-28T11:08:46Z,PROD002,USB-C Cable,Accessories,10.99,USD,8
2025-11-28T11:09:19Z,PROD002,USB-C Cable,Accessories,8.49,GBP,1
2025-11-28T11:10:31Z,PROD005,Webcam HD,Electronics,50.91,GBP,9
2025-11-28T11:12:00Z,PROD001,Wireless Mouse,Electronics,27.49,USD,7
2025-11-28T11:13:17Z,PROD002,USB-C Cable,Accessories,10.99,USD,2
2025-11-28T11:14:41Z,PROD003,Mechanical Keyboard,Electronics,76.08,GBP,4
2025-11-28T11:15:32Z,PROD007,Desk Lamp,Office,19.99,EUR,6
2025-11-28T11:16:01Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,5
2025-11-28T11:17:01Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,2
2025-11-28T11:17:52Z,PROD002,USB-C Cable,Accessories,10.99,USD,7
2025-11-28T11:18:54Z,PROD009,Ballpoint Pen Set,Stationery,6.99,EUR,6
2025-11-28T11:19:30Z,PROD006,Gaming Headset,Electronics,67.15,GBP,2
2025-11-28T11:19:45Z,PROD005,Webcam HD,Electronics,9884.0,JPY,3
2025-11-28T11:20:52Z,PROD009,Ballpoint Pen Set,Stationery,7.69,USD,5
2025-11-28T11:22:10Z,PROD001,Wireless Mouse,Electronics,24.99,EUR,7
2025-11-28T11:22:57Z,PROD007,Desk Lamp,Office,19.99,EUR,8
2025-11-28T11:23:22Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,3
2025-11-28T11:24:02Z,PROD002,USB-C Cable,Accessories,1648.0,JPY,6
2025-11-28T11:24:34Z,PROD006,Gaming Headset,Electronics,86.9,USD,3
2025-11-28T11:25:04Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,10
2025-11-28T11:25:31Z,PROD005,Webcam HD,Electronics,65.89,USD,4
2025-11-28T11:26:29Z,PROD008,Notebook A5,Stationery,4.5,EUR,10
2025-11-28T11:27:35Z,PROD009,Ballpoint Pen Set,Stationery,1153.0,JPY,9
2025-11-28T11:28:35Z,PROD001,Wireless Mouse,Electronics,27.49,USD,5
2025-11-28T11:30:04Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,6
2025-11-28T11:30:14Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,5
2025-11-28T11:30:32Z,PROD002,USB-C Cable,Accessories,8.49,GBP,5
2025-11-28T11:31:16Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,2
2025-11-28T11:32:19Z,PROD006,Gaming Headset,Electronics,13035.0,JPY,10
2025-11-28T11:32:35Z,PROD009,Ballpoint Pen Set,Stationery,1153.0,JPY,6
2025-11-28T11:33:50Z,PROD002,USB-C Cable,Accessories,9.99,EUR,8
2025-11-28T11:34:25Z,PROD006,Gaming Headset,Electronics,13035.0,JPY,9
2025-11-28T11:35:06Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,9
2025-11-28T11:35:17Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,5
2025-11-28T11:36:33Z,PROD004,Laptop Stand,Office,29.66,GBP,5
2025-11-28T11:37:45Z,PROD004,Laptop Stand,Office,38.39,USD,9
2025-11-28T11:38:43Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,4
2025-11-28T11:39:46Z,PROD003,Mechanical Keyboard,Electronics,76.08,GBP,8
2025-11-28T11:40:07Z,PROD006,Gaming Headset,Electronics,79.0,EUR,4
2025-11-28T11:41:24Z,PROD005,Webcam HD,Electronics,9884.0,JPY,4
2025-11-28T11:42:12Z,PROD001,Wireless Mouse,Electronics,27.49,USD,3
2025-11-28T11:42:22Z,PROD001,Wireless Mouse,Electronics,24.99,EUR,8
2025-11-28T11:43:20Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,7
2025-11-28T11:44:15Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,5
2025-11-28T11:44:57Z,PROD007,Desk Lamp,Office,3298.0,JPY,7
2025-11-28T11:46:09Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,6
2025-11-28T11:46:22Z,PROD009,Ballpoint Pen Set,Stationery,5.94,GBP,8
2025-11-28T11:47:10Z,PROD007,Desk Lamp,Office,19.99,EUR,7
2025-11-28T11:47:27Z,PROD007,Desk Lamp,Office,21.99,USD,4
2025-11-28T11:48:03Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,4
2025-11-28T11:48:48Z,PROD001,Wireless Mouse,Electronics,24.99,EUR,5
2025-11-28T11:50:13Z,PROD009,Ballpoint Pen Set,Stationery,5.94,GBP,5
2025-11-28T11:50:54Z,PROD006,Gaming Headset,Electronics,86.9,USD,2
2025-11-28T11:51:26Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,7
2025-11-28T11:52:29Z,PROD008,Notebook A5,Stationery,742.0,JPY,1
2025-11-28T11:53:36Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,3
2025-11-28T11:55:01Z,PROD008,Notebook A5,Stationery,3.82,GBP,10
2025-11-28T11:56:10Z,PROD004,Laptop Stand,Office,38.39,USD,2
2025-11-28T11:57:26Z,PROD005,Webcam HD,Electronics,59.9,EUR,3
2025-11-28T11:58:00Z,PROD008,Notebook A5,Stationery,4.95,USD,6
2025-11-28T11:58:49Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,7
2025-11-28T11:59:16Z,PROD006,Gaming Headset,Electronics,13035.0,JPY,10
2025-11-28T12:00:25Z,PROD007,Desk Lamp,Office,21.99,USD,8
2025-11-28T12:00:46Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,6
2025-11-28T12:01:04Z,PROD002,USB-C Cable,Accessories,8.49,GBP,1
2025-11-28T12:01:15Z,PROD006,Gaming Headset,Electronics,86.9,USD,2
2025-11-28T12:02:28Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,1
2025-11-28T12:03:35Z,PROD004,Laptop Stand,Office,29.66,GBP,10
2025-11-28T12:04:11Z,PROD007,Desk Lamp,Office,21.99,USD,10
2025-11-28T12:05:19Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,3
2025-11-28T12:06:08Z,PROD007,Desk Lamp,Office,3298.0,JPY,1
2025-11-28T12:06:35Z,PROD010,USB Hub 4-Port,Accessories,16.49,USD,5
2025-11-28T12:07:53Z,PROD007,Desk Lamp,Office,19.99,EUR,4
2025-11-28T12:08:05Z,PROD007,Desk Lamp,Office,16.99,GBP,6
2025-11-28T12:08:36Z,PROD008,Notebook A5,Stationery,3.82,GBP,8
2025-11-28T12:09:43Z,PROD006,Gaming Headset,Electronics,67.15,GBP,7
2025-11-28T12:09:59Z,PROD004,Laptop Stand,Office,38.39,USD,10
2025-11-28T12:10:48Z,PROD006,Gaming Headset,Electronics,67.15,GBP,8
2025-11-28T12:11:27Z,PROD005,Webcam HD,Electronics,50.91,GBP,2
2025-11-28T12:12:07Z,PROD009,Ballpoint Pen Set,Stationery,1153.0,JPY,8
2025-11-28T12:12:57Z,PROD010,USB Hub 4-Port,Accessories,16.49,USD,7
2025-11-28T12:13:33Z,PROD006,Gaming Headset,Electronics,79.0,EUR,6
2025-11-28T12:13:49Z,PROD003,Mechanical Keyboard,Electronics,76.08,GBP,5
2025-11-28T12:14:25Z,PROD002,USB-C Cable,Accessories,8.49,GBP,9
2025-11-28T12:15:38Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,5
2025-11-28T12:17:00Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,1
2025-11-28T12:17:16Z,PROD003,Mechanical Keyboard,Electronics,89.5,EUR,6
2025-11-28T12:17:36Z,PROD005,Webcam HD,Electronics,65.89,USD,6
2025-11-28T12:18:50Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,2
2025-11-28T12:19:31Z,PROD002,USB-C Cable,Accessories,10.99,USD,9
2025-11-28T12:19:45Z,PROD009,Ballpoint Pen Set,Stationery,6.99,EUR,1
2025-11-28T12:20:17Z,PROD002,USB-C Cable,Accessories,10.99,USD,1
2025-11-28T12:21:10Z,PROD009,Ballpoint Pen Set,Stationery,5.94,GBP,9
2025-11-28T12:21:44Z,PROD007,Desk Lamp,Office,19.99,EUR,7
2025-11-28T12:22:26Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,2
2025-11-28T12:23:34Z,PROD005,Webcam HD,Electronics,50.91,GBP,8
2025-11-28T12:24:52Z,PROD009,Ballpoint Pen Set,Stationery,1153.0,JPY,9
2025-11-28T12:25:19Z,PROD008,Notebook A5,Stationery,4.95,USD,10
2025-11-28T12:25:48Z,PROD007,Desk Lamp,Office,19.99,EUR,7
2025-11-28T12:25:59Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,3
2025-11-28T12:26:32Z,PROD004,Laptop Stand,Office,38.39,USD,8
2025-11-28T12:26:44Z,PROD008,Notebook A5,Stationery,4.95,USD,3
2025-11-28T12:28:04Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,4
2025-11-28T12:28:47Z,PROD010,USB Hub 4-Port,Accessories,14.99,EUR,4
2025-11-28T12:30:16Z,PROD009,Ballpoint Pen Set,Stationery,1153.0,JPY,5
2025-11-28T12:30:46Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,5
2025-11-28T12:31:48Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,5
2025-11-28T12:32:22Z,PROD001,Wireless Mouse,Electronics,27.49,USD,6
2025-11-28T12:32:33Z,PROD010,USB Hub 4-Port,Accessories,16.49,USD,2
2025-11-28T12:33:18Z,PROD002,USB-C Cable,Accessories,9.99,EUR,3
2025-11-28T12:34:43Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,7
2025-11-28T12:35:49Z,PROD010,USB Hub 4-Port,Accessories,2473.0,JPY,7
2025-11-28T12:36:06Z,PROD008,Notebook A5,Stationery,742.0,JPY,3
2025-11-28T12:36:18Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,2
2025-11-28T12:37:19Z,PROD005,Webcam HD,Electronics,9884.0,JPY,9
2025-11-28T12:37:32Z,PROD002,USB-C Cable,Accessories,10.99,USD,2
2025-11-28T12:38:25Z,PROD006,Gaming Headset,Electronics,67.15,GBP,10
2025-11-28T12:38:54Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,10
2025-11-28T12:39:24Z,PROD004,Laptop Stand,Office,38.39,USD,9
2025-11-28T12:40:41Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,9
2025-11-28T12:41:55Z,PROD008,Notebook A5,Stationery,4.95,USD,2
2025-11-28T12:42:15Z,PROD003,Mechanical Keyboard,Electronics,98.45,USD,6
2025-11-28T12:42:49Z,PROD004,Laptop Stand,Office,34.9,EUR,3
2025-11-28T12:43:10Z,PROD008,Notebook A5,Stationery,3.82,GBP,7
2025-11-28T12:44:00Z,PROD005,Webcam HD,Electronics,65.89,USD,3
2025-11-28T12:45:29Z,PROD006,Gaming Headset,Electronics,67.15,GBP,5
2025-11-28T12:45:44Z,PROD001,Wireless Mouse,Electronics,4123.0,JPY,10
2025-11-28T12:46:02Z,PROD003,Mechanical Keyboard,Electronics,14768.0,JPY,8
2025-11-28T12:46:25Z,PROD006,Gaming Headset,Electronics,86.9,USD,6
2025-11-28T12:46:58Z,PROD001,Wireless Mouse,Electronics,24.99,EUR,1
2025-11-28T12:48:12Z,PROD006,Gaming Headset,Electronics,86.9,USD,9
2025-11-28T12:49:15Z,PROD002,USB-C Cable,Accessories,8.49,GBP,7
2025-11-28T12:50:00Z,PROD009,Ballpoint Pen Set,Stationery,5.94,GBP,1
2025-11-28T12:51:03Z,PROD008,Notebook A5,Stationery,4.95,USD,2
2025-11-28T12:51:39Z,PROD004,Laptop Stand,Office,38.39,USD,8
2025-11-28T12:52:26Z,PROD007,Desk Lamp,Office,21.99,USD,6
2025-11-28T12:53:24Z,PROD007,Desk Lamp,Office,3298.0,JPY,7
2025-11-28T12:53:40Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,5
2025-11-28T12:54:26Z,PROD009,Ballpoint Pen Set,Stationery,7.69,USD,5
2025-11-28T12:55:15Z,PROD006,Gaming Headset,Electronics,13035.0,JPY,9
2025-11-28T12:55:39Z,PROD004,Laptop Stand,Office,29.66,GBP,3
2025-11-28T12:57:08Z,PROD009,Ballpoint Pen Set,Stationery,5.94,GBP,6
2025-11-28T12:58:22Z,PROD004,Laptop Stand,Office,38.39,USD,10
2025-11-28T12:58:49Z,PROD004,Laptop Stand,Office,5758.0,JPY,7
2025-11-28T12:59:59Z,PROD002,USB-C Cable,Accessories,1648.0,JPY,1
2025-11-28T13:01:29Z,PROD009,Ballpoint Pen Set,Stationery,7.69,USD,6
2025-11-28T13:02:14Z,PROD005,Webcam HD,Electronics,50.91,GBP,4
2025-11-28T13:03:07Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,7
2025-11-28T13:03:18Z,PROD010,USB Hub 4-Port,Accessories,16.49,USD,5
2025-11-28T13:03:50Z,PROD008,Notebook A5,Stationery,3.82,GBP,5
2025-11-28T13:04:00Z,PROD004,Laptop Stand,Office,38.39,USD,6
2025-11-28T13:05:22Z,PROD003,Mechanical Keyboard,Electronics,76.08,GBP,9
2025-11-28T13:06:10Z,PROD004,Laptop Stand,Office,5758.0,JPY,2
2025-11-28T13:07:29Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,6
2025-11-28T13:08:04Z,PROD001,Wireless Mouse,Electronics,24.99,EUR,7
2025-11-28T13:09:19Z,PROD009,Ballpoint Pen Set,Stationery,7.69,USD,9
2025-11-28T13:09:42Z,PROD010,USB Hub 4-Port,Accessories,12.74,GBP,5
2025-11-28T13:10:17Z,PROD002,USB-C Cable,Accessories,10.99,USD,10
2025-11-28T13:11:19Z,PROD008,Notebook A5,Stationery,3.82,GBP,7
2025-11-28T13:12:18Z,PROD002,USB-C Cable,Accessories,9.99,EUR,7
2025-11-28T13:12:46Z,PROD002,USB-C Cable,Accessories,8.49,GBP,3
